stock_code,selling_months,first_month,last_month,span_months,units
84415A,4,2009-12,2011-06,19,27
84415B,7,2009-12,2011-06,19,24
84422,19,2009-12,2011-09,22,782
84424A,5,2010-06,2010-10,5,23
84425A,4,2009-12,2010-05,6,18
84427B,3,2009-12,2010-03,4,17
84429A,20,2009-12,2011-12,25,109
84437A,4,2010-01,2010-04,4,106
84447,3,2010-01,2010-03,3,69
84450A,3,2009-12,2010-02,3,52
84450B,5,2009-12,2010-04,5,139
84452,9,2009-12,2011-10,23,198
84454,5,2009-12,2010-04,5,93
84455,4,2010-01,2010-04,4,85
84456,6,2009-12,2010-06,7,37
84457,12,2010-01,2011-11,23,291
84458,3,2010-01,2010-03,3,124
84459A,22,2009-12,2011-10,23,1263
84459B,17,2009-12,2011-04,17,1475
84461,7,2010-01,2011-04,16,99
84462,6,2010-02,2011-04,15,100
84464,2,2010-01,2010-02,2,82
84465,8,2010-02,2011-11,22,32
84466,11,2009-12,2011-07,20,1256
84467,7,2009-12,2010-07,8,816
84469,4,2009-12,2010-03,4,664
84472,6,2009-12,2010-05,6,87
84482,10,2009-12,2010-10,11,75
84493,4,2010-06,2010-09,4,1142
84497,14,2009-12,2011-11,24,97
84499,13,2009-12,2011-01,14,326
84507B,21,2009-12,2011-09,22,1349
84507C,21,2009-12,2011-10,23,433
84508A,22,2009-12,2011-09,22,3809
84508B,23,2009-12,2011-11,24,169
84508C,21,2009-12,2011-11,24,103
84509A,25,2009-12,2011-12,25,1636
84509B,25,2009-12,2011-12,25,654
84509C,25,2009-12,2011-12,25,344
84509E,16,2010-01,2011-12,24,163
84509F,12,2009-12,2010-11,12,2781
84509G,24,2009-12,2011-12,25,804
84510A,25,2009-12,2011-12,25,2477
84510B,9,2009-12,2010-08,9,1172
84510C,25,2009-12,2011-12,25,330
84510E,22,2010-01,2011-12,24,162
84510F,10,2009-12,2010-10,11,1099
84519A,25,2009-12,2011-12,25,1200
84519B,25,2009-12,2011-12,25,867
84520B,16,2009-12,2011-03,16,7500
84520D,3,2009-12,2010-02,3,699
84522,17,2009-12,2011-11,24,186
84526,12,2009-12,2010-11,12,538
84527,13,2010-03,2011-11,21,77
84529A,5,2009-12,2010-04,5,50
84529B,3,2010-02,2010-04,3,13
84529C,6,2009-12,2010-06,7,78
84531A,13,2009-12,2011-04,17,191
84531B,14,2009-12,2011-04,17,194
84532B,4,2009-12,2010-03,4,54
84533B,4,2009-12,2010-03,4,59
84534B,14,2009-12,2011-01,14,823
84535A,6,2009-12,2011-05,18,607
84535B,25,2009-12,2011-12,25,2686
84536A,25,2009-12,2011-12,25,5102
84536B,25,2009-12,2011-12,25,3512
84537B,4,2009-12,2010-03,4,117
84539,9,2009-12,2011-07,20,55
84546,3,2010-03,2010-07,5,21
84548,9,2009-12,2011-07,20,48
84549,12,2009-12,2011-11,24,75
84550,5,2009-12,2011-11,24,15
84551,6,2009-12,2011-10,23,39
84555A,5,2010-02,2010-06,5,47
84558A,24,2009-12,2011-12,25,1280
84559A,25,2009-12,2011-12,25,1378
84559B,24,2009-12,2011-11,24,1231
84559D,10,2009-12,2010-11,12,149
84562A,13,2009-12,2011-02,15,169
84562B,2,2009-12,2010-01,2,10
84563A,18,2009-12,2011-05,18,139
84563B,16,2009-12,2011-06,19,128
84564,6,2009-12,2010-06,7,21
84567,1,2010-01,2010-01,1,9
84568,25,2009-12,2011-12,25,37066
84569A,24,2009-12,2011-12,25,562
84569B,16,2009-12,2011-03,16,433
84569C,13,2009-12,2011-03,16,415
84569D,25,2009-12,2011-12,25,1023
84570B,2,2009-12,2010-01,2,4
84572,1,2009-12,2009-12,1,1
84575A,10,2010-02,2011-04,15,24
84575B,3,2009-12,2010-02,3,4
84576,12,2009-12,2011-07,20,96
84578,5,2009-12,2010-04,5,222
84580,25,2009-12,2011-12,25,1057
84581,25,2009-12,2011-12,25,506
84582,4,2009-12,2010-03,4,14
84584,19,2009-12,2011-07,20,282
84586L,2,2009-12,2010-01,2,15
84592,19,2009-12,2011-11,24,173
84593,5,2009-12,2011-03,16,25
84595B,7,2009-12,2010-06,7,230
84595E,19,2009-12,2011-08,21,367
84596B,25,2009-12,2011-12,25,6231
84596E,17,2009-12,2011-04,17,1154
84596F,25,2009-12,2011-12,25,4739
84596G,25,2009-12,2011-12,25,2231
84596I,3,2010-02,2010-04,3,72
84596J,18,2009-12,2011-05,18,812
84596K,12,2009-12,2010-11,12,428
84596L,22,2009-12,2011-09,22,1537
84597B,13,2009-12,2011-06,19,205
84597C,18,2009-12,2011-06,19,364
84598,25,2009-12,2011-12,25,20775
84599,4,2010-01,2010-04,4,15
84600,21,2009-12,2011-12,25,108
84601A,8,2009-12,2010-07,8,260
84608,2,2009-12,2010-01,2,6
84609,18,2009-12,2011-12,25,143
84611B,4,2010-01,2010-11,11,7
84612B,3,2010-01,2010-10,10,20
84613A,9,2010-02,2011-02,13,22
84613C,8,2010-03,2010-12,10,62
84614A,9,2010-02,2010-12,11,17
84614C,1,2010-01,2010-01,1,3
84615,5,2009-12,2010-04,5,240
84616,14,2009-12,2011-11,24,72
84617,6,2009-12,2011-11,24,11
84619,4,2009-12,2010-03,4,72
84620,13,2009-12,2010-12,13,121
84621,5,2009-12,2010-04,5,29
84622,3,2009-12,2010-02,3,23
84623,4,2009-12,2010-03,4,56
84625A,23,2009-12,2011-12,25,838
84625B,4,2009-12,2010-03,4,180
84625C,20,2009-12,2011-10,23,770
84625D,12,2009-12,2010-11,12,650
84626,1,2009-12,2009-12,1,1
84627,8,2009-12,2010-09,10,50
84629,6,2010-02,2011-07,18,24
84630,1,2010-01,2010-01,1,2
84631,15,2009-12,2011-06,19,288
84632,7,2010-03,2011-07,17,15
84637,21,2009-12,2011-09,22,585
84638,20,2009-12,2011-10,23,400
84648,1,2009-12,2009-12,1,1
84653,3,2010-01,2010-03,3,14
84656,6,2009-12,2010-05,6,22
84657,5,2009-12,2010-04,5,246
84658,21,2009-12,2011-12,25,214
84659A,24,2009-12,2011-11,24,588
84660A,17,2009-12,2011-10,23,867
84660B,20,2009-12,2011-09,22,752
84660C,21,2009-12,2011-09,22,756
84661A,18,2009-12,2011-12,25,224
84661B,19,2009-12,2011-12,25,244
84661C,12,2009-12,2011-12,25,152
84663A,21,2009-12,2011-11,24,373
84664,8,2009-12,2010-10,11,193
84665,17,2009-12,2011-11,24,226
84666,10,2009-12,2011-04,17,226
84670,12,2009-12,2010-11,12,5196
84671B,2,2009-12,2010-01,2,109
84673A,21,2009-12,2011-11,24,500
84673B,24,2009-12,2011-12,25,503
84674,25,2009-12,2011-12,25,460
84675,13,2009-12,2011-01,14,206
84676,9,2009-12,2010-08,9,848
84678,16,2009-12,2011-03,16,565
84679,3,2010-03,2011-12,22,14
84680,7,2009-12,2010-09,10,94
84682,10,2009-12,2010-09,10,295
84683,15,2009-12,2011-05,18,537
84684,6,2009-12,2010-06,7,609
84685,16,2009-12,2011-05,18,435
84686,16,2009-12,2011-07,20,389
84687,21,2009-12,2011-11,24,314
84688,17,2009-12,2011-05,18,422
84689,14,2009-12,2011-05,18,312
84690,7,2009-12,2010-08,9,27
84691,15,2009-12,2011-05,18,2747
84692,25,2009-12,2011-12,25,19085
84705A,5,2009-12,2010-04,5,14
84705B,1,2009-12,2009-12,1,86
84705C,6,2009-12,2011-05,18,162
84705D,6,2009-12,2010-07,8,22
84705F,3,2009-12,2010-04,5,8
84706A,3,2009-12,2010-02,3,137
84706B,3,2009-12,2010-02,3,20
84706C,2,2009-12,2010-01,2,84
84706D,11,2009-12,2011-05,18,219
84706F,11,2009-12,2011-11,24,34
84707A,22,2009-12,2011-12,25,125
84707B,18,2009-12,2011-12,25,79
84708B,22,2009-12,2011-12,25,142
84709A,6,2010-05,2010-10,6,23
84709B,18,2009-12,2011-06,19,176
84711A,16,2009-12,2011-12,25,42
84711B,18,2009-12,2011-12,25,39
84712B,21,2009-12,2011-11,24,98
84715,15,2009-12,2011-04,17,241
84720,1,2010-03,2010-03,1,35
84721,1,2009-12,2009-12,1,20
84723,9,2010-02,2011-08,19,54
84725,13,2009-12,2011-09,22,134
84726,3,2010-03,2010-08,6,233
84731,3,2010-04,2011-07,16,3
84732B,6,2009-12,2011-08,21,28
84732D,4,2009-12,2011-08,21,15
84741C,12,2009-12,2011-04,17,185
84743C,3,2010-03,2011-03,13,9
84744,16,2009-12,2011-11,24,149
84745A,10,2009-12,2011-04,17,72
84745B,12,2009-12,2011-04,17,83
84746,7,2009-12,2011-07,20,23
84748,20,2009-12,2011-11,24,1170
84750A,9,2009-12,2011-03,16,544
84750B,16,2009-12,2011-04,17,609
84751B,11,2010-02,2011-04,15,38
84753A,3,2009-12,2010-02,3,97
84754,18,2009-12,2011-09,22,2083
84755,25,2009-12,2011-12,25,40439
84757,2,2010-05,2010-06,2,5
84760L,1,2010-05,2010-05,1,560
84760S,17,2009-12,2011-05,18,222
84761,10,2009-12,2010-09,10,276
84762A,7,2009-12,2010-06,7,59
84762B,8,2009-12,2010-09,10,113
84762C,6,2009-12,2010-05,6,105
84763,18,2009-12,2011-05,18,1517
84765,3,2009-12,2010-03,4,9
84766,13,2010-01,2011-11,23,200
84767,3,2009-12,2010-03,4,195
84770,3,2010-02,2010-04,3,135
84773,12,2009-12,2010-12,13,190
84782A,6,2009-12,2010-08,9,119
84782B,5,2009-12,2010-06,7,10
84782C,8,2009-12,2010-09,10,74
84789,19,2009-12,2011-07,20,445
84791,8,2009-12,2010-07,8,334
84792,25,2009-12,2011-12,25,2297
84795A,8,2009-12,2010-08,9,208
84795B,21,2009-12,2011-11,24,317
84795C,10,2009-12,2011-01,14,325
84795D,8,2009-12,2010-08,9,189
84795E,5,2009-12,2010-08,9,10
84796A,18,2009-12,2011-12,25,312
84796B,19,2009-12,2011-11,24,602
84797A,6,2009-12,2010-06,7,499
84797B,5,2009-12,2010-06,7,344
84798A,8,2010-01,2011-09,21,195
84798B,6,2010-01,2011-03,15,326
84798C,2,2010-01,2010-02,2,16
84799,16,2010-01,2011-04,16,678
84800L,17,2010-01,2011-06,18,650
84800M,14,2010-01,2011-08,20,250
84800S,11,2010-02,2011-09,20,388
84801A,12,2010-01,2011-11,23,272
84801B,13,2009-12,2011-04,17,214
84802A,12,2009-12,2010-12,13,185
84802B,10,2009-12,2011-03,16,411
84803A,10,2010-01,2011-02,14,112
84803B,6,2010-02,2011-08,19,42
84804A,13,2010-01,2011-12,24,218
84804B,12,2010-01,2011-12,24,355
84805A,6,2010-03,2011-12,22,147
84805B,7,2010-01,2011-12,24,340
84806A,14,2010-01,2011-12,24,319
84806B,16,2010-03,2011-12,22,450
84807,4,2010-01,2010-05,5,233
84809A,13,2010-01,2011-06,18,276
84809B,6,2010-01,2011-02,14,296
84813,21,2009-12,2011-12,25,422
84814A,1,2010-03,2010-03,1,1
84814B,1,2009-12,2009-12,1,7
84815,7,2009-12,2010-06,7,926
84816,15,2009-12,2011-08,21,33
84817,22,2010-02,2011-12,23,1059
84818,23,2009-12,2011-10,23,1788
84819,23,2009-12,2011-12,25,908
84820,21,2010-01,2011-12,24,323
84821,23,2009-12,2011-12,25,1318
84823,7,2010-04,2011-02,11,120
84824,11,2009-12,2011-11,24,38
84826,21,2009-12,2011-12,25,1734
84827,14,2009-12,2011-12,25,1027
84828,25,2009-12,2011-12,25,2503
84830,4,2009-12,2010-03,4,113
84832,25,2009-12,2011-12,25,6794
84836,25,2009-12,2011-12,25,19847
84837,9,2009-12,2010-08,9,251
84838,2,2009-12,2010-01,2,50
84839,11,2009-12,2010-10,11,1523
84840,10,2010-05,2011-03,11,282
84842,15,2009-12,2011-11,24,1505
84843,25,2009-12,2011-12,25,280
84845A,1,2009-12,2009-12,1,1
84845C,7,2009-12,2010-08,9,42
84845D,5,2009-12,2010-10,11,41
84846A,16,2009-12,2011-10,23,251
84847,19,2009-12,2011-08,21,2330
84849A,23,2009-12,2011-11,24,470
84849B,20,2009-12,2011-07,20,1936
84849D,24,2010-01,2011-12,24,1558
84854,12,2009-12,2010-12,13,381
84855,5,2009-12,2010-07,8,36
84856L,14,2009-12,2011-03,16,238
84856S,9,2009-12,2011-03,16,467
84857A,2,2010-02,2010-05,4,8
84857B,1,2011-07,2011-07,1,24
84857C,8,2010-06,2011-07,14,197
84858A,5,2009-12,2010-09,10,53
84858B,3,2010-04,2010-06,3,326
84858C,13,2009-12,2011-04,17,347
84859A,20,2009-12,2011-12,25,293
84859B,12,2010-02,2011-12,23,282
84859C,13,2009-12,2011-12,25,304
84864A,3,2010-02,2010-08,7,7
84865,17,2009-12,2011-07,20,77
84867A,3,2010-01,2010-05,5,17
84867B,1,2010-01,2010-01,1,2
84868A,1,2010-01,2010-01,1,2
84868B,3,2010-01,2010-05,5,5
84869,5,2009-12,2010-04,5,302
84870B,16,2009-12,2011-11,24,90
84870C,14,2009-12,2011-10,23,93
84872A,17,2009-12,2011-07,20,235
84873A,11,2009-12,2011-06,19,120
84874B,17,2009-12,2011-08,21,86
84875A,7,2009-12,2010-11,12,16
84875B,11,2010-04,2011-12,21,373
84875D,11,2009-12,2011-09,22,371
84876B,12,2009-12,2011-11,24,344
84876C,3,2009-12,2010-03,4,7
84876D,16,2009-12,2011-09,22,331
84877A,9,2009-12,2011-06,19,74
84877B,16,2009-12,2011-11,24,291
84877D,16,2009-12,2011-09,22,160
84879,25,2009-12,2011-12,25,80082
84880,25,2009-12,2011-12,25,1729
84881,14,2010-01,2011-07,19,52
84882,20,2009-12,2011-11,24,66
84884A,25,2009-12,2011-12,25,1757
84886,4,2010-01,2010-07,7,12
84891B,4,2010-05,2010-11,7,11
84893,4,2009-12,2010-03,4,33
84898F,13,2009-12,2011-03,16,165
84899E,6,2009-12,2010-05,6,53
84899F,12,2009-12,2010-11,12,121
84901,11,2009-12,2010-10,11,123
84902,8,2009-12,2010-07,8,84
84905,16,2009-12,2011-06,19,269
84906,12,2009-12,2011-05,18,66
84907,15,2009-12,2011-09,22,391
84908A,10,2010-02,2010-11,10,432
84908B,9,2010-03,2010-11,9,435
84909A,4,2009-12,2010-03,4,209
84910A,16,2009-12,2011-07,20,432
84912A,22,2009-12,2011-09,22,1096
84912B,23,2009-12,2011-12,25,1125
84913A,22,2009-12,2011-11,24,608
84913B,23,2009-12,2011-12,25,420
84914A,2,2010-05,2010-06,2,6
84915,16,2010-03,2011-12,22,234
84916,16,2009-12,2011-05,18,261
84917,14,2010-01,2011-05,17,229
84918,10,2009-12,2010-09,10,208
84919,16,2009-12,2011-09,22,291
84920,22,2009-12,2011-12,25,201
84921,11,2009-12,2011-10,23,27
84922,10,2009-12,2011-12,25,342
84923,22,2010-02,2011-12,23,234
84924A,21,2009-12,2011-12,25,133
84924D,11,2009-12,2010-11,12,764
84924F,5,2009-12,2011-07,20,975
84925A,4,2009-12,2010-03,4,179
84925C,5,2009-12,2010-05,6,28
84925D,14,2009-12,2011-06,19,452
84925E,2,2009-12,2010-01,2,75
84925F,15,2010-01,2011-07,19,714
84926A,20,2010-03,2011-12,22,664
84926B,4,2009-12,2010-04,5,54
84926C,6,2009-12,2010-08,9,138
84926D,19,2009-12,2011-12,25,773
84926E,19,2009-12,2011-12,25,1081
84926F,18,2009-12,2011-12,25,484
84927A,17,2010-02,2011-08,19,226
84927D,14,2010-04,2011-07,16,953
84927E,13,2010-02,2011-07,18,494
84927F,21,2009-12,2011-12,25,335
84929,21,2009-12,2011-11,24,3096
84931A,24,2009-12,2011-11,24,204
84931B,25,2009-12,2011-12,25,274
84932A,7,2009-12,2010-06,7,262
84932B,5,2009-12,2010-04,5,189
84932C,7,2009-12,2010-06,7,282
84932D,5,2009-12,2010-04,5,239
84933A,3,2009-12,2010-02,3,131
84933B,2,2009-12,2010-01,2,136
84933C,2,2009-12,2010-01,2,136
84934,5,2009-12,2010-04,5,687
84937,6,2009-12,2010-05,6,2542
84942,2,2009-12,2010-01,2,3
84944,19,2009-12,2011-11,24,1135
84945,24,2009-12,2011-12,25,21605
84946,25,2009-12,2011-12,25,36696
84947,25,2009-12,2011-12,25,15810
84948,6,2009-12,2010-05,6,273
84949,25,2009-12,2011-12,25,11945
84950,25,2009-12,2011-12,25,6041
84951A,25,2009-12,2011-12,25,622
84951B,23,2009-12,2011-12,25,575
84952A,14,2009-12,2011-11,24,148
84952B,16,2009-12,2011-12,25,364
84952C,13,2009-12,2011-10,23,374
84962,2,2010-02,2010-05,4,3
84963A,8,2010-02,2010-12,11,23
84963B,5,2010-05,2011-08,16,18
84964A,2,2010-02,2010-11,10,11
84964B,2,2010-02,2010-11,10,17
84965A,3,2010-02,2010-11,10,20
84965B,3,2010-02,2010-11,10,27
84966A,4,2010-01,2010-11,11,13
84966B,4,2010-01,2010-11,11,33
84966C,2,2010-09,2010-11,3,23
84967A,3,2010-02,2010-10,9,3
84967B,7,2010-01,2010-11,11,24
84967C,4,2010-05,2010-10,6,9
84968A,25,2009-12,2011-12,25,535
84968B,13,2009-12,2011-04,17,430
84968C,24,2009-12,2011-11,24,637
84968D,22,2009-12,2011-12,25,476
84968E,23,2009-12,2011-12,25,403
84968F,24,2009-12,2011-11,24,300
84969,25,2009-12,2011-12,25,969
84970L,25,2009-12,2011-12,25,17633
84970S,25,2009-12,2011-12,25,26817
84971L,6,2009-12,2011-11,24,587
84971S,25,2009-12,2011-12,25,6495
84972L,4,2009-12,2010-07,8,117
84974,21,2010-01,2011-11,23,89
84975,13,2009-12,2010-12,13,1990
84976,23,2009-12,2011-12,25,674
84977,13,2009-12,2011-03,16,223
84978,25,2009-12,2011-12,25,21689
84984A,10,2010-01,2011-11,23,266
84984B,10,2010-01,2011-11,23,322
84984C,6,2009-12,2010-11,12,232
84984D,9,2009-12,2011-11,24,159
84985A,16,2009-12,2011-03,16,654
84985B,5,2009-12,2010-05,6,129
84986B,11,2009-12,2010-10,11,438
84987,25,2009-12,2011-12,25,8138
84988,25,2009-12,2011-12,25,8305
84989A,25,2009-12,2011-12,25,2194
84989B,9,2009-12,2010-08,9,1019
84990,14,2009-12,2011-05,18,4248
84991,25,2009-12,2011-12,25,54028
84992,25,2009-12,2011-12,25,34797
84993A,25,2009-12,2011-12,25,1522
84993B,18,2009-12,2011-08,21,571
84997A,24,2009-12,2011-12,25,5363
84997B,25,2009-12,2011-12,25,9771
84997C,25,2009-12,2011-12,25,9151
84997D,24,2009-12,2011-12,25,11024
85006,13,2009-12,2011-04,17,3049
85007,4,2009-12,2010-03,4,143
85008,16,2009-12,2011-04,17,269
85014A,25,2009-12,2011-12,25,4656
85014B,25,2009-12,2011-12,25,6194
85014C,7,2009-12,2010-06,7,547
85014D,4,2009-12,2010-03,4,1918
85015,25,2009-12,2011-12,25,2908
85016,18,2009-12,2011-05,18,1679
85017A,14,2009-12,2011-04,17,1157
85017B,24,2009-12,2011-11,24,2231
85017C,17,2009-12,2011-05,18,1087
85018A,6,2009-12,2010-08,9,15
85018B,6,2009-12,2010-11,12,15
85018C,3,2009-12,2010-11,12,36
85018D,10,2009-12,2011-01,14,787
85019A,20,2010-01,2011-12,24,647
85019B,17,2010-03,2011-12,22,718
85019C,14,2009-12,2011-06,19,423
85020,21,2009-12,2011-12,25,240
85023A,5,2009-12,2010-04,5,22
85023B,18,2009-12,2011-12,25,293
85023C,6,2010-01,2010-06,6,23
85024A,1,2009-12,2009-12,1,1
85024B,15,2010-01,2011-12,24,218
85024C,16,2009-12,2011-11,24,99
85025B,24,2009-12,2011-12,25,570
85025C,21,2009-12,2011-08,21,720
85026B,18,2009-12,2011-12,25,300
85027L,12,2010-01,2011-04,16,190
85028L,9,2009-12,2011-04,17,271
85028S,10,2009-12,2011-04,17,430
85030,12,2009-12,2011-04,17,211
85031A,15,2009-12,2011-04,17,477
85031B,13,2009-12,2010-12,13,496
85031C,13,2009-12,2010-12,13,481
85032A,22,2009-12,2011-12,25,1441
85032B,22,2010-01,2011-12,24,982
85032C,23,2009-12,2011-12,25,886
85032D,15,2009-12,2011-10,23,1148
85033G,3,2009-12,2010-09,10,236
85033S,4,2009-12,2010-11,12,258
85034A,23,2009-12,2011-11,24,849
85034B,19,2009-12,2011-12,25,1184
85034C,22,2009-12,2011-12,25,1314
85035A,22,2009-12,2011-10,23,649
85035B,22,2009-12,2011-10,23,992
85035C,22,2009-12,2011-11,24,1358
85036A,23,2009-12,2011-10,23,621
85036B,21,2009-12,2011-11,24,600
85036C,23,2009-12,2011-11,24,878
85038,25,2009-12,2011-12,25,2778
85039A,25,2009-12,2011-12,25,1512
85039B,25,2009-12,2011-12,25,1657
85039C,22,2009-12,2011-12,25,536
85040A,25,2009-12,2011-12,25,2116
85040B,17,2009-12,2011-04,17,2458
85041,8,2009-12,2010-07,8,1853
85042,12,2009-12,2010-11,12,2685
85043,1,2010-01,2010-01,1,1
85044,7,2009-12,2010-11,12,149
85045,12,2009-12,2011-11,24,471
85047,13,2009-12,2011-01,14,1051
85048,21,2009-12,2011-12,25,2685
85049A,25,2009-12,2011-12,25,6585
85049B,16,2009-12,2011-09,22,2130
85049C,24,2009-12,2011-12,25,2982
85049D,22,2009-12,2011-09,22,2332
85049E,25,2009-12,2011-12,25,6584
85049F,22,2009-12,2011-09,22,2110
85049G,24,2009-12,2011-12,25,3944
85049H,25,2009-12,2011-12,25,2066
85050,1,2010-05,2010-05,1,48
85053,21,2009-12,2011-12,25,2032
85054,24,2009-12,2011-11,24,916
85055,14,2009-12,2011-01,14,359
85059,25,2009-12,2011-12,25,701
85060,8,2009-12,2010-07,8,1448
85061W,25,2009-12,2011-12,25,6306
85062,25,2009-12,2011-12,25,3886
85063,12,2009-12,2010-11,12,308
85064,11,2009-12,2011-01,14,1595
85065,11,2009-12,2010-10,11,620
85066,25,2009-12,2011-12,25,3091
85067,14,2009-12,2011-01,14,496
85068,9,2009-12,2010-11,12,960
85069,1,2009-12,2009-12,1,3
85070,2,2010-05,2010-07,3,3
85071A,24,2009-12,2011-12,25,1907
85071B,24,2009-12,2011-12,25,2340
85071C,23,2009-12,2011-12,25,1285
85071D,23,2009-12,2011-12,25,884
85072,1,2009-12,2009-12,1,120
85077,1,2009-12,2009-12,1,1
85078,22,2009-12,2011-11,24,2258
85079,1,2009-12,2009-12,1,23
85080,5,2009-12,2010-09,10,113
85081,5,2009-12,2010-10,11,104
85083,1,2009-12,2009-12,1,5
85084,6,2009-12,2010-12,13,682
85086A,19,2009-12,2011-08,21,587
85087,22,2009-12,2011-10,23,420
85088,21,2009-12,2011-11,24,347
85089,11,2009-12,2011-11,24,99
85090,11,2009-12,2010-11,12,106
85091,8,2009-12,2010-08,9,343
85092,8,2010-01,2011-02,14,391
85093,22,2009-12,2011-11,24,1361
85094,21,2009-12,2011-12,25,760
85095,13,2010-08,2011-12,17,174
85096,19,2009-12,2011-12,25,164
85097B,7,2009-12,2010-08,9,106
85098B,12,2009-12,2010-11,12,366
85099B,25,2009-12,2011-12,25,97176
85099C,25,2009-12,2011-12,25,30657
85099F,25,2009-12,2011-12,25,37061
85103,18,2009-12,2011-07,20,317
85104,20,2009-12,2011-12,25,351
85106,18,2009-12,2011-11,24,1190
85107,21,2009-12,2011-12,25,1203
85109,10,2009-12,2010-12,13,4211
85110,10,2009-12,2010-09,10,11520
85111,21,2009-12,2011-12,25,2907
85112,3,2009-12,2010-02,3,465
85113,6,2009-12,2010-08,9,285
85114A,20,2009-12,2011-12,25,1326
85114B,25,2009-12,2011-12,25,2073
85114C,25,2009-12,2011-12,25,1364
85115B,2,2010-06,2011-10,17,6
85116,23,2009-12,2011-10,23,1817
85117,6,2009-12,2010-05,6,347
85118,14,2009-12,2011-01,14,2054
85119,11,2009-12,2010-12,13,413
85121B,7,2009-12,2010-06,7,86
85121C,10,2009-12,2010-11,12,98
85123A,25,2009-12,2011-12,25,94719
85123B,1,2009-12,2009-12,1,1
85124A,11,2009-12,2010-10,11,387
85124B,24,2009-12,2011-11,24,355
85124C,22,2009-12,2011-10,23,429
85125,19,2009-12,2011-11,24,309
85126,13,2009-12,2010-12,13,156
85127,23,2009-12,2011-12,25,276
85128,2,2009-12,2010-01,2,167
85129A,9,2009-12,2010-08,9,444
85129B,23,2009-12,2011-12,25,233
85129C,20,2009-12,2011-12,25,390
85129D,24,2009-12,2011-12,25,793
85130A,16,2009-12,2011-05,18,685
85130B,20,2010-01,2011-12,24,911
85130C,19,2010-01,2011-12,24,659
85130D,25,2009-12,2011-12,25,788
85131A,21,2009-12,2011-10,23,2025
85131B,21,2009-12,2011-12,25,948
85131C,19,2010-01,2011-11,23,439
85131D,22,2009-12,2011-12,25,1443
85132A,18,2009-12,2011-05,18,1358
85132B,16,2009-12,2011-06,19,929
85132C,22,2009-12,2011-09,22,2066
85135A,14,2009-12,2011-11,24,94
85135B,19,2009-12,2011-11,24,151
85135C,23,2009-12,2011-12,25,162
85136A,21,2009-12,2011-12,25,138
85136B,11,2009-12,2010-12,13,59
85136C,20,2009-12,2011-12,25,179
85141,18,2009-12,2011-06,19,182
85142,8,2009-12,2010-07,8,57
85144,18,2009-12,2011-05,18,287
85145,12,2009-12,2011-04,17,91
85146,10,2010-03,2011-04,14,118
85147,4,2009-12,2010-05,6,61
85150,23,2009-12,2011-12,25,8361
85151,1,2009-12,2009-12,1,44
85152,25,2009-12,2011-12,25,16373
85157,1,2010-01,2010-01,1,1
85159A,25,2009-12,2011-12,25,492
85159B,23,2009-12,2011-11,24,660
85160A,13,2009-12,2011-01,14,8824
85160B,17,2009-12,2011-11,24,6156
85161,17,2009-12,2011-11,24,51
85162A,7,2009-12,2010-06,7,607
85162B,7,2009-12,2010-06,7,977
85162C,7,2009-12,2010-06,7,904
85163A,19,2009-12,2011-11,24,103
85163B,23,2009-12,2011-12,25,115
85164B,10,2009-12,2010-09,10,141
85165,7,2009-12,2010-06,7,90
85166A,2,2009-12,2010-01,2,77
85166B,11,2009-12,2010-11,12,510
85167A,3,2009-12,2010-03,4,176
85167B,16,2009-12,2011-04,17,692
85168A,6,2009-12,2010-06,7,22
85168B,18,2009-12,2011-12,25,72
85169A,25,2009-12,2011-12,25,1252
85169B,23,2009-12,2011-12,25,428
85169C,21,2009-12,2011-12,25,505
85169D,24,2009-12,2011-11,24,521
85170A,13,2009-12,2010-12,13,848
85170B,20,2009-12,2011-11,24,283
85170C,25,2009-12,2011-12,25,543
85170D,24,2009-12,2011-12,25,723
85171,1,2009-12,2009-12,1,1
85172,25,2009-12,2011-12,25,4271
85173,25,2009-12,2011-12,25,1018
85174,25,2009-12,2011-12,25,1459
85175,24,2009-12,2011-11,24,15566
85176,25,2009-12,2011-12,25,2748
85177,25,2009-12,2011-12,25,1820
85178,25,2009-12,2011-12,25,5478
85179A,13,2009-12,2011-12,25,219
85179B,11,2009-12,2010-11,12,246
85179C,8,2009-12,2011-12,25,116
85180A,21,2009-12,2011-12,25,629
85180B,20,2009-12,2011-12,25,364
85183A,23,2009-12,2011-12,25,1512
85183B,25,2009-12,2011-12,25,1725
85184B,3,2009-12,2010-03,4,14
85184C,25,2009-12,2011-12,25,2281
85184D,10,2009-12,2010-09,10,8312
85185B,24,2009-12,2011-11,24,593
85185C,9,2009-12,2010-08,9,58
85185D,16,2009-12,2011-05,18,195
85185E,1,2009-12,2009-12,1,4
85185F,4,2009-12,2010-03,4,37
85186A,14,2009-12,2011-04,17,1473
85186B,1,2010-03,2010-03,1,14
85186C,15,2009-12,2011-10,23,1400
85187,14,2010-01,2011-11,23,479
85188A,9,2009-12,2011-04,17,944
85188B,9,2010-01,2011-03,15,748
85189,11,2009-12,2011-03,16,1176
85190,4,2009-12,2010-03,4,138
85192S,1,2010-02,2010-02,1,3
85194L,14,2009-12,2011-11,24,1818
85194S,19,2010-01,2011-12,24,1760
85195,11,2009-12,2011-03,16,146
85196,4,2009-12,2010-03,4,1564
85197,12,2009-12,2011-07,20,1669
