stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
21427,SKULLS STORAGE BOX SMALL,2011-11,2011-12,M2_gbm_poisson,31.705741,12.258804,product,18,1.645000,20.165733,52,0.386643,C,19,16.333333,1,24,Forecast,20260818T075922Z-deb02f
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2011-11,2011-12,M2_gbm_poisson,92.585921,55.866740,product,18,1.645000,91.900788,185,0.603404,A,170,124.666667,1,24,Forecast,20260818T075922Z-deb02f
21429,RED GINGHAM ROSE JEWELLERY BOX,2011-11,2011-12,M2_gbm_poisson,185.457612,148.993442,product,18,1.645000,245.094212,431,0.803383,A,318,242.000000,1,24,Forecast,20260818T075922Z-deb02f
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2011-11,2011-12,M2_gbm_poisson,171.851235,161.176856,product,18,1.645000,265.135928,437,0.937886,A,183,203.000000,1,24,Forecast,20260818T075922Z-deb02f
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21432,SET OF 3 CASES WOODLAND DESIGN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21437,24 HANGING EASTER EGGS FLORAL TUB,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21438,TUB 24 HANGING EASTER EGGS SPOTTY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21439,BASKET OF TOADSTOOLS,2011-11,2011-12,M2_gbm_poisson,74.849219,86.048102,product,18,1.645000,141.549129,217,1.149619,B,186,73.000000,1,24,Forecast,20260818T075922Z-deb02f
21440,12 MINI TOADSTOOL PEGS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21441,BLUE BIRDHOUSE DECORATION,2011-11,2011-12,M2_gbm_poisson,30.795682,9.578930,product,18,1.645000,15.757340,47,0.311048,C,19,14.666667,1,24,Forecast,20260818T075922Z-deb02f
21442,GREEN BIRDHOUSE DECORATION,2011-11,2011-12,M2_gbm_poisson,32.313921,19.176986,product,18,1.645000,31.546142,64,0.593459,C,17,20.666667,1,24,Forecast,20260818T075922Z-deb02f
21443,OLIVE CHALET BIRDFEEDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21444,BLUE CHALET BIRDFEEDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21445,12 PINK ROSE PEG PLACE SETTINGS,2011-11,2011-12,M2_gbm_poisson,2.192547,33.874074,product,18,1.645000,55.722852,58,15.449646,B,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
21446,12 RED ROSE PEG PLACE SETTINGS,2011-11,2011-12,M2_gbm_poisson,46.195231,44.491862,product,18,1.645000,73.189113,120,0.963127,B,52,53.000000,1,24,Forecast,20260818T075922Z-deb02f
21447,12 IVORY ROSE PEG PLACE SETTINGS,2011-11,2011-12,M2_gbm_poisson,9.142994,68.487966,product,18,1.645000,112.662704,122,7.490759,A,0,13.666667,3,24,Forecast,20260818T075922Z-deb02f
21448,12 DAISY PEGS IN WOOD BOX,2011-11,2011-12,M2_gbm_poisson,8.251202,23.629901,product,18,1.645000,38.871187,48,2.863813,B,0,3.666667,2,24,Forecast,20260818T075922Z-deb02f
21450,DISTRESSED CANDLE STICK WHITE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21452,TOADSTOOL MONEY BOX,2011-11,2011-12,M2_gbm_poisson,62.814432,30.830148,product,18,1.645000,50.715594,114,0.490813,A,76,55.666667,1,21,Forecast,20260818T075922Z-deb02f
21454,PAINTED PINK RABBIT,2011-11,2011-12,M2_gbm_poisson,13.715101,29.385799,product,18,1.645000,48.339640,63,2.142587,C,4,5.000000,1,23,Forecast,20260818T075922Z-deb02f
21455,PAINTED YELLOW WOODEN DAISY,2011-11,2011-12,M2_gbm_poisson,15.120552,34.758074,product,18,1.645000,57.177032,73,2.298731,C,3,4.666667,1,23,Forecast,20260818T075922Z-deb02f
21456,2 PICTURE BOOK EGGS EASTER CHICKS,2011-11,2011-12,M2_gbm_poisson,4.420301,15.817489,product,18,1.645000,26.019769,31,3.578373,C,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
21457,2 PICTURE BOOK EGGS EASTER DUCKS,2011-11,2011-12,M2_gbm_poisson,18.593941,10.986956,product,17,1.645000,18.073542,37,0.590889,C,12,4.000000,1,24,Forecast,20260818T075922Z-deb02f
21458,2 PICTURE BOOK EGGS EASTER BUNNY,2011-11,2011-12,M2_gbm_poisson,14.985264,16.643964,product,18,1.645000,27.379321,43,1.110689,C,12,4.000000,1,24,Forecast,20260818T075922Z-deb02f
21459,YELLOW EASTER EGG HUNT START POST,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21460,GREEN EASTER EGG HUNT START POST,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21461,BLUE EASTER EGG HUNT START POST,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21462,"NURSERY A,B,C PAINTED LETTERS",2011-11,2011-12,M2_gbm_poisson,15.073923,14.451199,product,18,1.645000,23.772222,39,0.958689,B,5,9.000000,1,24,Forecast,20260818T075922Z-deb02f
21463,MIRRORED DISCO BALL,2011-11,2011-12,M2_gbm_poisson,73.793883,13.095732,product,18,1.645000,21.542479,96,0.177464,A,104,95.666667,1,24,Forecast,20260818T075922Z-deb02f
21464,DISCO BALL ROTATOR BATTERY OPERATED,2011-11,2011-12,M2_gbm_poisson,39.923342,14.609466,product,18,1.645000,24.032572,64,0.365938,B,39,30.000000,1,24,Forecast,20260818T075922Z-deb02f
21465,PINK FLOWER CROCHET FOOD COVER,2011-11,2011-12,M2_gbm_poisson,23.665241,18.349547,product,18,1.645000,30.185005,54,0.775380,B,12,16.666667,1,24,Forecast,20260818T075922Z-deb02f
21466,RED FLOWER CROCHET FOOD COVER,2011-11,2011-12,M2_gbm_poisson,34.559796,36.489529,product,18,1.645000,60.025275,95,1.055838,B,28,15.000000,1,24,Forecast,20260818T075922Z-deb02f
21467,CHERRY CROCHET FOOD COVER,2011-11,2011-12,M2_gbm_poisson,10.654364,15.579457,product,18,1.645000,25.628207,37,1.462261,B,3,5.333333,1,24,Forecast,20260818T075922Z-deb02f
21468,BUTTERFLY CROCHET FOOD COVER,2011-11,2011-12,M2_gbm_poisson,9.166200,14.801018,product,18,1.645000,24.347675,34,1.614739,B,3,3.666667,1,24,Forecast,20260818T075922Z-deb02f
21469,POLKA DOT RAFFIA FOOD COVER,2011-11,2011-12,M2_gbm_poisson,12.576396,26.694658,product,18,1.645000,43.912712,57,2.122600,B,3,6.666667,1,24,Forecast,20260818T075922Z-deb02f
21470,FLOWER VINE RAFFIA FOOD COVER,2011-11,2011-12,M2_gbm_poisson,38.864543,29.054142,product,18,1.645000,47.794063,87,0.747575,A,24,21.000000,1,24,Forecast,20260818T075922Z-deb02f
21471,STRAWBERRY RAFFIA FOOD COVER,2011-11,2011-12,M2_gbm_poisson,46.063104,41.033772,product,18,1.645000,67.500555,114,0.890816,A,26,27.333333,1,24,Forecast,20260818T075922Z-deb02f
21472,LADYBIRD + BEE RAFFIA FOOD COVER,2011-11,2011-12,M2_gbm_poisson,2.043711,14.078547,product,18,1.645000,23.159210,26,6.888716,A,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
21473,SWEETHEART CREAM STEEL TABLE RECT,2011-11,2011-12,M2_gbm_poisson,3.969030,4.210806,product,18,1.645000,6.926777,11,1.060916,B,1,1.666667,1,24,Forecast,20260818T075922Z-deb02f
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21476,STEEL SWEETHEART ROUND TABLE CREAM,2011-11,2011-12,M2_gbm_poisson,3.393239,6.698239,product,18,1.645000,11.018602,15,1.973996,B,0,1.000000,2,23,Forecast,20260818T075922Z-deb02f
21477,STRING OF 20 ROSE LIGHTS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21478,SILVER SKULL HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21479,WHITE SKULL HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,515.853758,24.457044,product,16,1.645000,40.231837,557,0.047411,A,911,510.000000,1,24,Forecast,20260818T075922Z-deb02f
21480,PINK STRIPE HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21481,FAWN BLUE HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,266.041290,166.794427,product,18,1.645000,274.376833,541,0.626949,A,537,421.333333,1,24,Forecast,20260818T075922Z-deb02f
21482,MUSHROOM BLUE HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21484,CHICK GREY HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,247.033094,142.817375,product,18,1.645000,234.934583,482,0.578131,A,450,296.333333,1,24,Forecast,20260818T075922Z-deb02f
21485,RETROSPOT HEART HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,496.726184,258.843502,product,18,1.645000,425.797560,923,0.521099,A,770,656.666667,1,24,Forecast,20260818T075922Z-deb02f
21486,PINK HEART DOTS HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21488,RED WHITE SCARF  HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21489,BLUE WHITE SCARF HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21490,SET OF THREE 50'S GIFT WRAPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21491,SET OF THREE VINTAGE GIFT WRAPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21493,VINTAGE DESIGN GIFT TAGS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21494,ROTATING LEAVES T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,203.706266,57.409682,product,18,1.645000,94.438927,299,0.281826,A,388,357.000000,1,24,Forecast,20260818T075922Z-deb02f
21495,SKULLS AND CROSSBONES WRAP,2011-11,2011-12,M2_gbm_poisson,269.362263,300.366383,product,18,1.645000,494.102701,764,1.115102,A,1075,775.000000,1,24,Forecast,20260818T075922Z-deb02f
21496,WOODLAND CREATURES  WRAP,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21497,FANCY FONTS BIRTHDAY WRAP,2011-11,2011-12,M2_gbm_poisson,370.949637,361.427561,product,18,1.645000,594.548338,966,0.974331,A,925,1041.666667,1,24,Forecast,20260818T075922Z-deb02f
21498,RED RETROSPOT WRAP,2011-11,2011-12,M2_gbm_poisson,555.937842,326.882240,product,18,1.645000,537.721284,1094,0.587983,A,1200,1058.333333,1,24,Forecast,20260818T075922Z-deb02f
21499,BLUE POLKADOT WRAP,2011-11,2011-12,M2_gbm_poisson,239.284668,272.457921,product,18,1.645000,448.193280,688,1.138635,A,825,683.333333,1,24,Forecast,20260818T075922Z-deb02f
21500,PINK POLKADOT WRAP,2011-11,2011-12,M2_gbm_poisson,184.699148,230.108119,product,18,1.645000,378.527856,564,1.245854,A,650,608.333333,1,24,Forecast,20260818T075922Z-deb02f
21503,TOYBOX  WRAP,2011-11,2011-12,M2_gbm_poisson,41.506565,52.552314,product,18,1.645000,86.448556,128,1.266121,C,50,41.666667,1,24,Forecast,20260818T075922Z-deb02f
21504,SKULLS GREETING CARD,2011-11,2011-12,M2_gbm_poisson,104.169936,221.880801,product,18,1.645000,364.993918,470,2.129989,B,126,225.666667,1,24,Forecast,20260818T075922Z-deb02f
21506,"FANCY FONT BIRTHDAY CARD,",2011-11,2011-12,M2_gbm_poisson,224.673634,175.626794,product,18,1.645000,288.906077,514,0.781697,A,430,536.666667,1,24,Forecast,20260818T075922Z-deb02f
21507,"ELEPHANT, BIRTHDAY CARD,",2011-11,2011-12,M2_gbm_poisson,187.362774,127.728510,product,18,1.645000,210.113400,398,0.681718,B,470,326.000000,1,24,Forecast,20260818T075922Z-deb02f
21508,VINTAGE KID DOLLY CARD,2011-11,2011-12,M2_gbm_poisson,90.846965,68.776554,product,18,1.645000,113.137431,204,0.757059,B,203,166.333333,1,24,Forecast,20260818T075922Z-deb02f
21509,COWBOYS AND INDIANS BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,169.293353,175.170969,product,18,1.645000,288.156244,458,1.034719,B,300,321.333333,1,24,Forecast,20260818T075922Z-deb02f
21511,VINTAGE COLLAGE  GREETING  CARD,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21518,BANK ACCOUNT  GREETING  CARD,2011-11,2011-12,M2_gbm_poisson,2.192547,18.889065,product,18,1.645000,31.072512,34,8.615124,C,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
21519,GIN & TONIC DIET GREETING CARD,2011-11,2011-12,M2_gbm_poisson,120.370456,115.027002,product,18,1.645000,189.219418,310,0.955608,B,365,282.333333,1,24,Forecast,20260818T075922Z-deb02f
21520,BOOZE & WOMEN GREETING CARD,2011-11,2011-12,M2_gbm_poisson,31.144145,24.343254,product,18,1.645000,40.044653,72,0.781632,C,14,25.000000,1,24,Forecast,20260818T075922Z-deb02f
21523,DOORMAT FANCY FONT HOME SWEET HOME,2011-11,2011-12,M2_gbm_poisson,194.209969,197.439473,product,18,1.645000,324.787933,519,1.016629,A,226,276.333333,1,24,Forecast,20260818T075922Z-deb02f
21524,DOORMAT SPOTTY HOME SWEET HOME,2011-11,2011-12,M2_gbm_poisson,99.031741,66.881717,product,18,1.645000,110.020424,210,0.675356,A,150,200.666667,1,24,Forecast,20260818T075922Z-deb02f
21525,BEWARE OF THE CAT DOORMAT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21527,RED RETROSPOT TRADITIONAL TEAPOT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21528,DAIRY MAID TRADITIONAL TEAPOT,2011-11,2011-12,M2_gbm_poisson,21.403877,14.434445,product,18,1.645000,23.744663,46,0.674385,A,10,14.333333,1,24,Forecast,20260818T075922Z-deb02f
21529,RETRO SPOT CERAMIC TOASTRACK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21530,DAIRY MAID TOASTRACK,2011-11,2011-12,M2_gbm_poisson,61.997757,47.322961,product,18,1.645000,77.846271,140,0.763301,C,81,84.666667,1,24,Forecast,20260818T075922Z-deb02f
21531,RED RETROSPOT SUGAR JAM BOWL,2011-11,2011-12,M2_gbm_poisson,76.541132,68.908579,product,18,1.645000,113.354613,190,0.900282,A,106,149.000000,1,24,Forecast,20260818T075922Z-deb02f
21532,DAIRY MAID SUGAR JAM BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21533,RETRO SPOT LARGE MILK JUG,2011-11,2011-12,M2_gbm_poisson,67.700452,38.601344,product,18,1.645000,63.499211,132,0.570179,A,75,69.333333,1,24,Forecast,20260818T075922Z-deb02f
21534,DAIRY MAID LARGE MILK JUG,2011-11,2011-12,M2_gbm_poisson,44.411040,14.442748,product,18,1.645000,23.758320,69,0.325206,A,24,25.666667,1,24,Forecast,20260818T075922Z-deb02f
21535,RED RETROSPOT SMALL MILK JUG,2011-11,2011-12,M2_gbm_poisson,128.501004,122.746085,product,18,1.645000,201.917310,331,0.955215,A,132,215.000000,1,24,Forecast,20260818T075922Z-deb02f
21536,DAIRY MAID  SMALL  MILK JUG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21537,RED RETROSPOT PUDDING BOWL,2011-11,2011-12,M2_gbm_poisson,41.954006,21.696072,product,18,1.645000,35.690038,78,0.517139,A,50,22.000000,1,24,Forecast,20260818T075922Z-deb02f
21538,DAIRY MAID  PUDDING BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21539,RED RETROSPOT BUTTER DISH,2011-11,2011-12,M2_gbm_poisson,23.629285,58.468333,product,18,1.645000,96.180407,120,2.474401,A,1,73.333333,1,24,Forecast,20260818T075922Z-deb02f
21540,DAIRY MAID CERAMIC BUTTER DISH,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21541,DINOSAURS WATER TRANSFER TATTOOS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21542,WOODLAND WATER TRANSFER TATTOOS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21543,BUTTERFLY WATER TRANSFER TATTOOS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21544,SKULLS  WATER TRANSFER TATTOOS,2011-11,2011-12,M2_gbm_poisson,121.512366,123.164252,product,18,1.645000,202.605195,325,1.013594,A,213,202.333333,1,24,Forecast,20260818T075922Z-deb02f
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21555,CERAMIC STRAWBERRY TRINKET TRAY,2011-11,2011-12,M2_gbm_poisson,28.008569,12.549616,product,18,1.645000,20.644118,49,0.448063,B,17,12.666667,1,24,Forecast,20260818T075922Z-deb02f
21556,CERAMIC STRAWBERRY MONEY BOX,2011-11,2011-12,M2_gbm_poisson,6.799749,42.764707,product,18,1.645000,70.347944,78,6.289160,A,4,1.666667,1,24,Forecast,20260818T075922Z-deb02f
21557,SET OF 6 FUNKY BEAKERS,2011-11,2011-12,M2_gbm_poisson,40.346842,17.929971,product,18,1.645000,29.494803,70,0.444396,B,35,19.666667,1,24,Forecast,20260818T075922Z-deb02f
21558,SKULL LUNCH BOX WITH CUTLERY,2011-11,2011-12,M2_gbm_poisson,124.123731,88.773788,product,18,1.645000,146.032882,271,0.715204,A,216,203.000000,1,24,Forecast,20260818T075922Z-deb02f
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-11,2011-12,M2_gbm_poisson,184.481411,211.898752,product,18,1.645000,348.573447,534,1.148618,A,257,322.333333,1,24,Forecast,20260818T075922Z-deb02f
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-11,2011-12,M2_gbm_poisson,62.179850,105.074160,product,18,1.645000,172.846993,236,1.689843,A,39,99.333333,1,24,Forecast,20260818T075922Z-deb02f
21562,HAWAIIAN GRASS SKIRT,2011-11,2011-12,M2_gbm_poisson,36.676411,35.556084,product,18,1.645000,58.489758,96,0.969454,C,25,40.666667,1,23,Forecast,20260818T075922Z-deb02f
21563,RED HEART SHAPE LOVE BUCKET,2011-11,2011-12,M2_gbm_poisson,68.158812,49.722030,product,18,1.645000,81.792740,150,0.729503,A,127,66.333333,1,24,Forecast,20260818T075922Z-deb02f
21564,PINK  HEART SHAPE LOVE BUCKET,2011-11,2011-12,M2_gbm_poisson,37.926880,34.129674,product,18,1.645000,56.143314,95,0.899881,A,23,18.333333,1,24,Forecast,20260818T075922Z-deb02f
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-11,2011-12,M2_gbm_poisson,33.312311,24.961573,product,18,1.645000,41.061787,75,0.749320,B,18,18.000000,1,24,Forecast,20260818T075922Z-deb02f
21577,SAVE THE PLANET COTTON TOTE BAG,2011-11,2011-12,M2_gbm_poisson,53.016676,53.093240,product,18,1.645000,87.338380,141,1.001444,A,53,42.000000,1,24,Forecast,20260818T075922Z-deb02f
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-11,2011-12,M2_gbm_poisson,21.018706,20.381006,product,18,1.645000,33.526754,55,0.969660,A,1,3.333333,1,24,Forecast,20260818T075922Z-deb02f
21579,LOLITA  DESIGN  COTTON TOTE BAG,2011-11,2011-12,M2_gbm_poisson,17.532663,15.904591,product,18,1.645000,26.163053,44,0.907141,B,5,11.333333,1,24,Forecast,20260818T075922Z-deb02f
21580,RABBIT  DESIGN  COTTON TOTE BAG,2011-11,2011-12,M2_gbm_poisson,26.436120,17.202608,product,18,1.645000,28.298290,55,0.650724,B,17,12.333333,1,24,Forecast,20260818T075922Z-deb02f
21581,SKULLS  DESIGN  COTTON TOTE BAG,2011-11,2011-12,M2_gbm_poisson,32.687125,20.832383,product,18,1.645000,34.269270,67,0.637327,B,18,28.333333,1,24,Forecast,20260818T075922Z-deb02f
21582,KINGS CHOICE SMALL TUBE MATCHES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21584,RETROSPOT SMALL TUBE MATCHES,2011-11,2011-12,M2_gbm_poisson,86.168897,59.768350,product,18,1.645000,98.318936,185,0.693619,A,159,107.333333,1,24,Forecast,20260818T075922Z-deb02f
21585,SWALLOW SMALL TUBE MATCHES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21586,KINGS CHOICE GIANT TUBE MATCHES,2011-11,2011-12,M2_gbm_poisson,76.304424,51.523241,product,18,1.645000,84.755732,162,0.675233,A,288,102.000000,1,24,Forecast,20260818T075922Z-deb02f
21587,COSY HOUR GIANT TUBE MATCHES,2011-11,2011-12,M2_gbm_poisson,14.348565,81.378950,product,14,1.645000,133.868373,149,5.671574,A,0,15.000000,2,24,Forecast,20260818T075922Z-deb02f
21588,RETROSPOT GIANT TUBE MATCHES,2011-11,2011-12,M2_gbm_poisson,227.848514,51.426353,product,18,1.645000,84.596351,313,0.225704,A,561,308.000000,1,24,Forecast,20260818T075922Z-deb02f
21589,SWALLOW GIANT TUBE MATCHES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21590,KINGS CHOICE CIGAR BOX MATCHES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21591,COSY HOUR CIGAR BOX MATCHES,2011-11,2011-12,M2_gbm_poisson,229.456172,58.519037,product,18,1.645000,96.263817,326,0.255034,A,475,351.333333,1,24,Forecast,20260818T075922Z-deb02f
21592,RETROSPOT CIGAR BOX MATCHES,2011-11,2011-12,M2_gbm_poisson,215.696190,60.174583,product,18,1.645000,98.987189,315,0.278978,A,459,232.000000,1,24,Forecast,20260818T075922Z-deb02f
21593,SWALLOW CIGAR BOX MATCHES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
21594,Dr. Jam's Arouzer Stress Ball,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
